,Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,outcome
83,Application_1251541081,A_Concept,User_14,2016-01-06 01:30:55.996,2016/01/06 01:30:55.996,
84,Application_1251541081,A_Accepted,User_14,2016-01-06 01:33:26.027,2016/01/06 01:33:26.027,
85,Application_1251541081,O_Create Offer,User_14,2016-01-06 01:34:29.538,2016/01/06 01:34:29.538,
86,Application_1251541081,O_Created,User_14,2016-01-06 01:34:30.869,2016/01/06 01:34:30.869,
87,Application_1251541081,O_Sent (mail and online),User_14,2016-01-06 01:34:41.779,2016/01/06 01:34:41.779,
88,Application_1251541081,W_Call after offers,User_14,2016-01-06 01:34:41.804,2016/01/06 01:34:41.804,
89,Application_1251541081,A_Complete,User_14,2016-01-06 01:34:41.807,2016/01/06 01:34:41.807,
90,Application_1669670154,A_Create Application,User_1,2016-01-06 03:03:15.925,2016/01/06 03:03:15.925,
91,Application_1669670154,A_Submitted,User_1,2016-01-06 03:03:15.959,2016/01/06 03:03:15.959,
92,Application_748088065,A_Accepted,User_74,2016-01-06 04:21:56.454,2016/01/06 04:21:56.454,
93,Application_748088065,O_Create Offer,User_74,2016-01-06 04:22:45.609,2016/01/06 04:22:45.609,
94,Application_748088065,O_Created,User_74,2016-01-06 04:22:46.929,2016/01/06 04:22:46.929,
95,Application_748088065,O_Sent (mail and online),User_74,2016-01-06 04:22:59.673,2016/01/06 04:22:59.673,
96,Application_1562741414,A_Create Application,User_1,2016-01-06 05:14:38.405,2016/01/06 05:14:38.405,
97,Application_1562741414,A_Submitted,User_1,2016-01-06 05:14:38.480,2016/01/06 05:14:38.480,
98,Application_1562741414,A_Concept,User_1,2016-01-06 05:15:26.738,2016/01/06 05:15:26.738,
99,Application_606090913,A_Create Application,User_110,2016-01-06 17:08:53.453,2016/01/06 17:08:53.453,
100,Application_606090913,W_Complete application,User_110,2016-01-06 17:08:53.464,2016/01/06 17:20:31.428,
101,Application_606090913,A_Concept,User_110,2016-01-06 17:08:53.466,2016/01/06 17:08:53.466,
102,Application_606090913,A_Accepted,User_110,2016-01-06 17:13:35.274,2016/01/06 17:13:35.274,
103,Application_606090913,O_Create Offer,User_110,2016-01-06 17:20:06.169,2016/01/06 17:20:06.169,
104,Application_606090913,O_Created,User_110,2016-01-06 17:20:07.332,2016/01/06 17:20:07.332,
105,Application_606090913,O_Sent (mail and online),User_110,2016-01-06 17:20:31.399,2016/01/06 17:20:31.399,
106,Application_606090913,W_Call after offers,User_110,2016-01-06 17:20:31.445,2016/01/06 17:20:31.445,
107,Application_606090913,A_Complete,User_110,2016-01-06 17:20:31.448,2016/01/06 17:20:31.448,
108,Application_664361440,A_Create Application,User_1,2016-01-06 18:27:13.613,2016/01/06 18:27:13.613,
109,Application_664361440,A_Submitted,User_1,2016-01-06 18:27:13.663,2016/01/06 18:27:13.663,
110,Application_664361440,A_Concept,User_1,2016-01-06 18:29:15.299,2016/01/06 18:29:15.299,
111,Application_1302654957,A_Create Application,User_1,2016-01-06 19:09:44.455,2016/01/06 19:09:44.455,
112,Application_1302654957,A_Submitted,User_1,2016-01-06 19:09:44.503,2016/01/06 19:09:44.503,
113,Application_1930715945,A_Create Application,User_1,2016-01-06 19:11:12.889,2016/01/06 19:11:12.889,
114,Application_1930715945,A_Submitted,User_1,2016-01-06 19:11:12.939,2016/01/06 19:11:12.939,
115,Application_1302654957,A_Concept,User_1,2016-01-06 19:11:15.408,2016/01/06 19:11:15.408,
116,Application_1930715945,A_Concept,User_1,2016-01-06 19:13:19.060,2016/01/06 19:13:19.060,
117,Application_1699815319,A_Create Application,User_1,2016-01-06 19:40:55.784,2016/01/06 19:40:55.784,
118,Application_1699815319,A_Submitted,User_1,2016-01-06 19:40:55.835,2016/01/06 19:40:55.835,
119,Application_1562741414,A_Accepted,User_10,2016-01-06 23:18:44.242,2016/01/06 23:18:44.242,
120,Application_1562741414,O_Create Offer,User_10,2016-01-06 23:23:25.579,2016/01/06 23:23:25.579,
121,Application_1562741414,O_Created,User_10,2016-01-06 23:23:26.754,2016/01/06 23:23:26.754,
122,Application_1562741414,O_Sent (mail and online),User_10,2016-01-06 23:25:42.992,2016/01/06 23:25:42.992,
123,Application_1562741414,W_Call after offers,User_10,2016-01-06 23:25:43.017,2016/01/06 23:25:43.017,
124,Application_1553446113,A_Create Application,User_1,2016-01-06 23:52:42.812,2016/01/06 23:52:42.812,
125,Application_1553446113,A_Submitted,User_1,2016-01-06 23:52:42.883,2016/01/06 23:52:42.883,
126,Application_1553446113,A_Concept,User_1,2016-01-06 23:54:40.630,2016/01/06 23:54:40.630,
127,Application_1649139732,A_Create Application,User_110,2016-01-07 00:24:26.448,2016/01/07 00:24:26.448,
128,Application_1649139732,W_Complete application,User_110,2016-01-07 00:24:26.484,2016/01/07 00:32:25.317,
129,Application_1649139732,A_Concept,User_110,2016-01-07 00:24:26.504,2016/01/07 00:24:26.504,
130,Application_1649139732,A_Accepted,User_110,2016-01-07 00:29:07.943,2016/01/07 00:29:07.943,
131,Application_1649139732,O_Create Offer,User_110,2016-01-07 00:30:44.673,2016/01/07 00:30:44.673,
132,Application_1649139732,O_Created,User_110,2016-01-07 00:30:45.834,2016/01/07 00:30:45.834,
133,Application_1649139732,O_Sent (mail and online),User_110,2016-01-07 00:32:25.302,2016/01/07 00:32:25.302,
134,Application_1649139732,W_Call after offers,User_110,2016-01-07 00:32:25.327,2016/01/07 00:32:25.327,
135,Application_1649139732,A_Complete,User_110,2016-01-07 00:32:25.329,2016/01/07 00:32:25.329,
136,Application_1118236712,A_Accepted,User_108,2016-01-07 01:27:05.255,2016/01/07 01:27:05.255,
137,Application_1118236712,O_Create Offer,User_108,2016-01-07 01:29:17.337,2016/01/07 01:29:17.337,
138,Application_1118236712,O_Created,User_108,2016-01-07 01:29:18.583,2016/01/07 01:29:18.583,
139,Application_1118236712,O_Sent (mail and online),User_108,2016-01-07 01:30:21.453,2016/01/07 01:30:21.453,
140,Application_1118236712,W_Call after offers,User_108,2016-01-07 01:30:21.476,2016/01/07 01:30:21.476,
141,Application_1118236712,A_Complete,User_108,2016-01-07 01:30:21.478,2016/01/07 01:30:21.478,
142,Application_750571787,A_Create Application,User_1,2016-01-07 02:14:57.344,2016/01/07 02:14:57.344,
143,Application_750571787,A_Submitted,User_1,2016-01-07 02:14:57.392,2016/01/07 02:14:57.392,
144,Application_750571787,A_Concept,User_1,2016-01-07 02:16:12.653,2016/01/07 02:16:12.653,
145,Application_1513129576,A_Create Application,User_1,2016-01-07 02:19:05.467,2016/01/07 02:19:05.467,
146,Application_1513129576,A_Submitted,User_1,2016-01-07 02:19:05.514,2016/01/07 02:19:05.514,
147,Application_1513129576,A_Concept,User_1,2016-01-07 02:20:21.553,2016/01/07 02:20:21.553,
148,Application_1724196691,A_Create Application,User_19,2016-01-07 04:38:16.528,2016/01/07 04:38:16.528,
149,Application_1724196691,W_Complete application,User_19,2016-01-07 04:38:16.537,2016/01/07 04:45:22.153,
150,Application_1724196691,A_Concept,User_19,2016-01-07 04:38:16.539,2016/01/07 04:38:16.539,
151,Application_1724196691,A_Accepted,User_19,2016-01-07 04:42:09.177,2016/01/07 04:42:09.177,
152,Application_1724196691,O_Create Offer,User_19,2016-01-07 04:44:03.447,2016/01/07 04:44:03.447,
153,Application_1724196691,O_Created,User_19,2016-01-07 04:44:04.709,2016/01/07 04:44:04.709,
154,Application_1724196691,O_Sent (mail and online),User_19,2016-01-07 04:45:22.138,2016/01/07 04:45:22.138,
155,Application_1724196691,W_Call after offers,User_19,2016-01-07 04:45:22.164,2016/01/07 04:45:22.164,
156,Application_1724196691,A_Complete,User_19,2016-01-07 04:45:22.167,2016/01/07 04:45:22.167,
157,Application_1848603655,A_Create Application,User_1,2016-01-07 09:08:12.640,2016/01/07 09:08:12.640,
158,Application_1848603655,A_Submitted,User_1,2016-01-07 09:08:12.674,2016/01/07 09:08:12.674,
159,Application_1863611182,A_Create Application,User_1,2016-01-07 17:09:04.917,2016/01/07 17:09:04.917,
160,Application_1863611182,A_Submitted,User_1,2016-01-07 17:09:04.974,2016/01/07 17:09:04.974,
161,Application_1863611182,A_Concept,User_1,2016-01-07 17:10:50.614,2016/01/07 17:10:50.614,
162,Application_111540759,A_Create Application,User_1,2016-01-07 17:52:37.699,2016/01/07 17:52:37.699,
163,Application_111540759,A_Submitted,User_1,2016-01-07 17:52:37.766,2016/01/07 17:52:37.766,
164,Application_111540759,A_Concept,User_1,2016-01-07 17:54:58.254,2016/01/07 17:54:58.254,
165,Application_664361440,W_Complete application,User_49,2016-01-07 19:43:44.743,2016/01/07 19:43:44.743,
166,Application_339079436,A_Create Application,User_6,2016-01-07 21:13:35.403,2016/01/07 21:13:35.403,
167,Application_339079436,W_Complete application,User_6,2016-01-07 21:13:35.418,2016/01/07 21:20:35.711,
168,Application_339079436,A_Concept,User_6,2016-01-07 21:13:35.430,2016/01/07 21:13:35.430,
169,Application_339079436,A_Accepted,User_6,2016-01-07 21:17:45.074,2016/01/07 21:17:45.074,
170,Application_339079436,O_Create Offer,User_6,2016-01-07 21:20:21.370,2016/01/07 21:20:21.370,
171,Application_339079436,O_Created,User_6,2016-01-07 21:20:22.626,2016/01/07 21:20:22.626,
172,Application_339079436,O_Sent (mail and online),User_6,2016-01-07 21:20:35.694,2016/01/07 21:20:35.694,
173,Application_339079436,W_Call after offers,User_6,2016-01-07 21:20:35.722,2016/01/07 21:20:35.722,
174,Application_339079436,A_Complete,User_6,2016-01-07 21:20:35.724,2016/01/07 21:20:35.724,
175,Application_1302654957,W_Complete application,User_108,2016-01-07 22:06:12.935,2016/01/07 22:27:53.211,
176,Application_1302654957,A_Accepted,User_108,2016-01-07 22:25:25.935,2016/01/07 22:25:25.935,
177,Application_1302654957,O_Create Offer,User_108,2016-01-07 22:27:32.444,2016/01/07 22:27:32.444,
178,Application_1302654957,O_Created,User_108,2016-01-07 22:27:33.609,2016/01/07 22:27:33.609,
179,Application_1302654957,O_Sent (mail and online),User_108,2016-01-07 22:27:53.196,2016/01/07 22:27:53.196,
180,Application_1302654957,W_Call after offers,User_108,2016-01-07 22:27:53.219,2016/01/07 22:27:53.219,
181,Application_1302654957,A_Complete,User_108,2016-01-07 22:27:53.221,2016/01/07 22:27:53.221,
182,Application_994471234,A_Create Application,User_5,2016-01-07 22:47:28.023,2016/01/07 22:47:28.023,
183,Application_994471234,A_Concept,User_5,2016-01-07 22:47:28.026,2016/01/07 22:47:28.026,
184,Application_994471234,W_Complete application,User_5,2016-01-07 22:47:28.037,2016/01/07 22:47:28.037,
185,Application_994471234,A_Accepted,User_4,2016-01-07 23:03:02.491,2016/01/07 23:03:02.491,
186,Application_994471234,O_Create Offer,User_4,2016-01-07 23:04:12.615,2016/01/07 23:04:12.615,
187,Application_994471234,O_Created,User_4,2016-01-07 23:04:13.839,2016/01/07 23:04:13.839,
188,Application_994471234,O_Sent (mail and online),User_4,2016-01-07 23:04:31.317,2016/01/07 23:04:31.317,
189,Application_1513129576,W_Complete application,User_49,2016-01-08 00:09:08.199,2016/01/08 00:23:52.062,
190,Application_1513129576,A_Accepted,User_49,2016-01-08 00:18:14.883,2016/01/08 00:18:14.883,
191,Application_1513129576,O_Create Offer,User_49,2016-01-08 00:21:46.757,2016/01/08 00:21:46.757,
192,Application_1513129576,O_Created,User_49,2016-01-08 00:21:48.156,2016/01/08 00:21:48.156,
193,Application_664361440,A_Accepted,User_37,2016-01-08 00:23:35.760,2016/01/08 00:23:35.760,
194,Application_1513129576,O_Sent (mail and online),User_49,2016-01-08 00:23:52.022,2016/01/08 00:23:52.022,
195,Application_1513129576,W_Call after offers,User_49,2016-01-08 00:23:52.076,2016/01/08 00:23:52.076,
196,Application_1513129576,A_Complete,User_49,2016-01-08 00:23:52.078,2016/01/08 00:23:52.078,
197,Application_664361440,O_Create Offer,User_37,2016-01-08 00:25:27.856,2016/01/08 00:25:27.856,
198,Application_664361440,O_Created,User_37,2016-01-08 00:25:29.032,2016/01/08 00:25:29.032,
199,Application_664361440,O_Sent (mail and online),User_37,2016-01-08 00:28:26.366,2016/01/08 00:28:26.366,
200,Application_664361440,W_Call after offers,User_37,2016-01-08 00:28:26.389,2016/01/08 00:28:26.389,
201,Application_664361440,A_Complete,User_37,2016-01-08 00:28:26.391,2016/01/08 00:28:26.391,
202,Application_1060570579,A_Create Application,User_89,2016-01-08 01:02:48.190,2016/01/08 01:02:48.190,
203,Application_1060570579,W_Complete application,User_89,2016-01-08 01:02:48.208,2016/01/08 01:12:33.743,
204,Application_1060570579,A_Concept,User_89,2016-01-08 01:02:48.210,2016/01/08 01:02:48.210,
205,Application_1060570579,A_Accepted,User_89,2016-01-08 01:07:23.644,2016/01/08 01:07:23.644,
206,Application_1060570579,O_Create Offer,User_89,2016-01-08 01:12:13.556,2016/01/08 01:12:13.556,
207,Application_1060570579,O_Created,User_89,2016-01-08 01:12:15.030,2016/01/08 01:12:15.030,
208,Application_1060570579,O_Sent (mail and online),User_89,2016-01-08 01:12:33.728,2016/01/08 01:12:33.728,
209,Application_1060570579,W_Call after offers,User_89,2016-01-08 01:12:33.754,2016/01/08 01:12:33.754,
210,Application_1060570579,A_Complete,User_89,2016-01-08 01:12:33.756,2016/01/08 01:12:33.756,
211,Application_1386615618,A_Create Application,User_1,2016-01-08 02:57:13.529,2016/01/08 02:57:13.529,
212,Application_1386615618,A_Submitted,User_1,2016-01-08 02:57:13.564,2016/01/08 02:57:13.564,
213,Application_1386615618,A_Concept,User_1,2016-01-08 02:58:00.596,2016/01/08 02:58:00.596,
214,Application_1708364219,A_Create Application,User_1,2016-01-08 03:40:36.739,2016/01/08 03:40:36.739,
215,Application_1553446113,W_Complete application,User_24,2016-01-08 04:00:43.147,2016/03/29 23:05:00.827,
216,Application_7078377,A_Create Application,User_1,2016-01-08 05:00:32.807,2016/01/08 05:00:32.807,
217,Application_7078377,A_Submitted,User_1,2016-01-08 05:00:32.848,2016/01/08 05:00:32.848,
218,Application_7078377,A_Concept,User_1,2016-01-08 05:02:14.034,2016/01/08 05:02:14.034,
219,Application_662386389,A_Create Application,User_1,2016-01-08 06:08:46.509,2016/01/08 06:08:46.509,
220,Application_662386389,A_Submitted,User_1,2016-01-08 06:08:47.111,2016/01/08 06:08:47.111,
221,Application_662386389,A_Concept,User_1,2016-01-08 06:09:32.031,2016/01/08 06:09:32.031,
222,Application_1740302556,A_Create Application,User_1,2016-01-08 09:42:10.991,2016/01/08 09:42:10.991,
223,Application_1740302556,A_Submitted,User_1,2016-01-08 09:42:11.040,2016/01/08 09:42:11.040,
224,Application_1589119859,A_Create Application,User_1,2016-01-08 17:01:17.078,2016/01/08 17:01:17.078,
225,Application_1589119859,A_Submitted,User_1,2016-01-08 17:01:17.139,2016/01/08 17:01:17.139,
226,Application_1589119859,W_Handle leads,User_4,2016-01-08 17:29:53.822,2016/04/07 21:43:04.614,
227,Application_2040345264,A_Create Application,User_8,2016-01-08 18:21:20.104,2016/01/08 18:21:20.104,
228,Application_2040345264,A_Concept,User_8,2016-01-08 18:21:20.107,2016/01/08 18:21:20.107,
229,Application_2040345264,W_Complete application,User_43,2016-01-08 18:21:20.117,2016/01/09 23:30:04.516,
230,Application_1661120161,A_Create Application,User_8,2016-01-08 18:25:42.572,2016/01/08 18:25:42.572,
231,Application_1661120161,A_Concept,User_8,2016-01-08 18:25:42.591,2016/01/08 18:25:42.591,
232,Application_296295477,A_Create Application,User_1,2016-01-08 20:15:33.643,2016/01/08 20:15:33.643,
233,Application_1863611182,W_Complete application,User_18,2016-01-08 22:14:37.861,2016/03/30 16:36:29.217,
234,Application_529938699,A_Create Application,User_44,2016-01-08 23:00:57.322,2016/01/08 23:00:57.322,
235,Application_529938699,W_Complete application,User_38,2016-01-08 23:00:57.342,2016/01/10 00:53:27.216,
236,Application_529938699,A_Concept,User_44,2016-01-08 23:00:57.345,2016/01/08 23:00:57.345,
237,Application_822422484,A_Create Application,User_8,2016-01-08 23:06:33.232,2016/01/08 23:06:33.232,
238,Application_822422484,A_Concept,User_8,2016-01-08 23:06:33.235,2016/01/08 23:06:33.235,
239,Application_822422484,W_Complete application,User_24,2016-01-08 23:06:33.242,2016/01/09 23:32:39.506,
240,Application_822422484,A_Accepted,User_8,2016-01-08 23:08:32.531,2016/01/08 23:08:32.531,
241,Application_128641394,A_Create Application,User_1,2016-01-09 00:23:17.380,2016/01/09 00:23:17.380,
242,Application_128641394,A_Submitted,User_1,2016-01-09 00:23:17.418,2016/01/09 00:23:17.418,
243,Application_1210637698,A_Create Application,User_1,2016-01-09 00:38:34.737,2016/01/09 00:38:34.737,
244,Application_1210637698,A_Submitted,User_1,2016-01-09 00:38:34.769,2016/01/09 00:38:34.769,
245,Application_1210637698,A_Concept,User_1,2016-01-09 00:40:53.453,2016/01/09 00:40:53.453,
246,Application_1251541081,A_Cancelled,User_4,2016-01-09 01:53:59.381,2016/01/09 01:53:59.381,
247,Application_1251541081,O_Cancelled,User_4,2016-01-09 01:53:59.407,2016/01/09 01:53:59.407,False
248,Application_1015357327,A_Create Application,User_1,2016-01-09 06:13:25.354,2016/01/09 06:13:25.354,
249,Application_1015357327,A_Submitted,User_1,2016-01-09 06:13:25.447,2016/01/09 06:13:25.447,
250,Application_1015357327,A_Concept,User_1,2016-01-09 06:14:46.577,2016/01/09 06:14:46.577,
251,Application_111540759,W_Complete application,User_12,2016-01-09 18:10:58.430,2016/01/09 18:10:58.430,
252,Application_1518753356,A_Create Application,User_1,2016-01-09 19:52:04.926,2016/01/09 19:52:04.926,
253,Application_1518753356,A_Submitted,User_1,2016-01-09 19:52:04.969,2016/01/09 19:52:04.969,
254,Application_1518753356,A_Concept,User_1,2016-01-09 19:53:41.495,2016/01/09 19:53:41.495,
255,Application_1386615618,W_Complete application,User_24,2016-01-09 20:24:36.768,2016/01/09 20:24:36.768,
256,Application_1553446113,A_Accepted,User_24,2016-01-09 21:14:30.755,2016/01/09 21:14:30.755,
257,Application_1553446113,O_Create Offer,User_24,2016-01-09 21:16:36.517,2016/01/09 21:16:36.517,
258,Application_684696906,A_Create Application,User_1,2016-01-09 21:55:27.070,2016/01/09 21:55:27.070,
259,Application_684696906,A_Submitted,User_1,2016-01-09 21:55:27.111,2016/01/09 21:55:27.111,
260,Application_1210637698,W_Complete application,User_12,2016-01-09 22:32:22.315,2016/01/09 22:45:38.602,
261,Application_1210637698,A_Accepted,User_12,2016-01-09 22:40:12.781,2016/01/09 22:40:12.781,
262,Application_7078377,W_Complete application,User_27,2016-01-09 22:40:34.854,2016/01/09 22:49:04.877,
263,Application_1210637698,O_Create Offer,User_12,2016-01-09 22:45:21.330,2016/01/09 22:45:21.330,
264,Application_1210637698,O_Created,User_12,2016-01-09 22:45:22.838,2016/01/09 22:45:22.838,
265,Application_1210637698,O_Sent (mail and online),User_12,2016-01-09 22:45:38.581,2016/01/09 22:45:38.581,
266,Application_1210637698,W_Call after offers,User_12,2016-01-09 22:45:38.613,2016/01/09 22:45:38.613,
267,Application_1210637698,A_Complete,User_12,2016-01-09 22:45:38.616,2016/01/09 22:45:38.616,
268,Application_7078377,A_Accepted,User_27,2016-01-09 22:46:16.745,2016/01/09 22:46:16.745,
