Case ID,Activity,Resource,Complete Timestamp,(case) Accepted,(case) ApplicationID,(case) CreditScore,(case) FirstWithdrawalAmount,(case) MonthlyCost,(case) NumberOfTerms,(case) OfferedAmount,(case) Selected,Action,EventID,EventOrigin,OfferID,lifecycle:transition
Offer_1209840642,O_Sent (mail and online),User_19,2016-01-02 20:06:53.268,True,Application_428409768,0,15000.0,158.98,120,15000.0,False,statechange,OfferState_253970058,Offer,Offer_1209840642,complete
Offer_997411923,O_Create Offer,User_19,2016-01-02 20:25:44.202,True,Application_428409768,1059,15000.0,158.98,120,15000.0,True,Created,Offer_997411923,Offer,,complete
Offer_997411923,O_Created,User_19,2016-01-02 20:25:45.416,True,Application_428409768,1059,15000.0,158.98,120,15000.0,True,statechange,OfferState_1967587147,Offer,Offer_997411923,complete
Offer_1209840642,O_Cancelled,User_19,2016-01-02 20:26:06.088,True,Application_428409768,0,15000.0,158.98,120,15000.0,False,statechange,OfferState_1893960455,Offer,Offer_1209840642,complete
Offer_997411923,O_Sent (mail and online),User_19,2016-01-02 20:26:19.140,True,Application_428409768,1059,15000.0,158.98,120,15000.0,True,statechange,OfferState_600565321,Offer,Offer_997411923,complete
Offer_148581083,O_Create Offer,User_52,2016-01-02 20:29:03.994,True,Application_652823628,979,20000.0,498.29,44,20000.0,True,Created,Offer_148581083,Offer,,complete
Offer_148581083,O_Created,User_52,2016-01-02 20:29:05.354,True,Application_652823628,979,20000.0,498.29,44,20000.0,True,statechange,OfferState_1514834199,Offer,Offer_148581083,complete
Offer_148581083,O_Sent (mail and online),User_52,2016-01-02 20:30:28.606,True,Application_652823628,979,20000.0,498.29,44,20000.0,True,statechange,OfferState_2051164740,Offer,Offer_148581083,complete
Offer_607758096,O_Create Offer,User_19,2016-01-02 20:42:23.751,True,Application_828200680,0,35000.0,366.08,120,35000.0,False,Created,Offer_607758096,Offer,,complete
Offer_607758096,O_Created,User_19,2016-01-02 20:42:25.106,True,Application_828200680,0,35000.0,366.08,120,35000.0,False,statechange,OfferState_328204955,Offer,Offer_607758096,complete
Offer_213805292,O_Create Offer,User_17,2016-01-02 20:43:26.149,True,Application_1085880569,0,400.0,143.91,120,13000.0,False,Created,Offer_213805292,Offer,,complete
Offer_213805292,O_Created,User_17,2016-01-02 20:43:27.409,True,Application_1085880569,0,400.0,143.91,120,13000.0,False,statechange,OfferState_677711590,Offer,Offer_213805292,complete
Offer_607758096,O_Sent (mail and online),User_19,2016-01-02 20:43:56.242,True,Application_828200680,0,35000.0,366.08,120,35000.0,False,statechange,OfferState_1161306540,Offer,Offer_607758096,complete
Offer_213805292,O_Sent (mail and online),User_17,2016-01-02 20:45:11.161,True,Application_1085880569,0,400.0,143.91,120,13000.0,False,statechange,OfferState_946572032,Offer,Offer_213805292,complete
Offer_1215355195,O_Create Offer,User_38,2016-01-02 20:48:58.028,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,Created,Offer_1215355195,Offer,,complete
Offer_1215355195,O_Created,User_38,2016-01-02 20:48:59.193,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,statechange,OfferState_1760135779,Offer,Offer_1215355195,complete
Offer_1236377933,O_Create Offer,User_3,2016-01-02 21:31:00.150,False,Application_493034835,0,1500.0,150.0,72,9000.0,True,Created,Offer_1236377933,Offer,,complete
Offer_1236377933,O_Created,User_3,2016-01-02 21:31:01.388,False,Application_493034835,0,1500.0,150.0,72,9000.0,True,statechange,OfferState_1545161685,Offer,Offer_1236377933,complete
Offer_1236377933,O_Sent (mail and online),User_3,2016-01-02 21:31:11.640,False,Application_493034835,0,1500.0,150.0,72,9000.0,True,statechange,OfferState_1890889062,Offer,Offer_1236377933,complete
Offer_1215355195,O_Cancelled,User_38,2016-01-02 21:42:59.321,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,statechange,OfferState_2082302255,Offer,Offer_1215355195,complete
Offer_1560716493,O_Create Offer,User_38,2016-01-02 21:50:23.006,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,Created,Offer_1560716493,Offer,,complete
Offer_1560716493,O_Created,User_38,2016-01-02 21:50:24.284,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,statechange,OfferState_1513564039,Offer,Offer_1560716493,complete
Offer_1560716493,O_Sent (mail and online),User_38,2016-01-02 21:50:37.195,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,statechange,OfferState_1701126831,Offer,Offer_1560716493,complete
Offer_868206108,O_Create Offer,User_19,2016-01-02 22:38:07.682,True,Application_1059184025,1018,0.0,140.0,87,10000.0,True,Created,Offer_868206108,Offer,,complete
Offer_868206108,O_Created,User_19,2016-01-02 22:38:09.021,True,Application_1059184025,1018,0.0,140.0,87,10000.0,True,statechange,OfferState_549814351,Offer,Offer_868206108,complete
Offer_467024374,O_Create Offer,User_3,2016-01-02 22:38:19.507,False,Application_1266995739,0,0.0,195.73,40,7000.0,True,Created,Offer_467024374,Offer,,complete
Offer_467024374,O_Created,User_3,2016-01-02 22:38:20.745,False,Application_1266995739,0,0.0,195.73,40,7000.0,True,statechange,OfferState_320497291,Offer,Offer_467024374,complete
Offer_467024374,O_Sent (mail and online),User_3,2016-01-02 22:38:31.338,False,Application_1266995739,0,0.0,195.73,40,7000.0,True,statechange,OfferState_1832385008,Offer,Offer_467024374,complete
Offer_868206108,O_Sent (mail and online),User_19,2016-01-02 22:41:36.550,True,Application_1059184025,1018,0.0,140.0,87,10000.0,True,statechange,OfferState_1508025371,Offer,Offer_868206108,complete
Offer_1560716493,O_Cancelled,User_19,2016-01-02 22:41:43.962,True,Application_1059184025,0,2093.96,129.73,60,6600.0,False,statechange,OfferState_1402846138,Offer,Offer_1560716493,complete
Offer_117620760,O_Create Offer,User_3,2016-01-02 22:59:59.998,True,Application_1878239836,0,328.0,211.9,84,15000.0,True,Created,Offer_117620760,Offer,,complete
Offer_117620760,O_Created,User_3,2016-01-02 23:00:01.362,True,Application_1878239836,0,328.0,211.9,84,15000.0,True,statechange,OfferState_1078624957,Offer,Offer_117620760,complete
Offer_117620760,O_Sent (mail and online),User_3,2016-01-02 23:00:19.890,True,Application_1878239836,0,328.0,211.9,84,15000.0,True,statechange,OfferState_1280164227,Offer,Offer_117620760,complete
Offer_1183140970,O_Create Offer,User_38,2016-01-02 23:06:26.590,True,Application_1294530310,860,5185.0,110.7,120,10000.0,True,Created,Offer_1183140970,Offer,,complete
Offer_1183140970,O_Created,User_38,2016-01-02 23:06:27.942,True,Application_1294530310,860,5185.0,110.7,120,10000.0,True,statechange,OfferState_1596242728,Offer,Offer_1183140970,complete
Offer_1183140970,O_Sent (mail and online),User_38,2016-01-02 23:06:42.773,True,Application_1294530310,860,5185.0,110.7,120,10000.0,True,statechange,OfferState_629980071,Offer,Offer_1183140970,complete
Offer_1534843733,O_Create Offer,User_19,2016-01-02 23:41:07.809,True,Application_619403287,799,14007.0,282.96,60,15000.0,True,Created,Offer_1534843733,Offer,,complete
Offer_1534843733,O_Created,User_19,2016-01-02 23:41:09.180,True,Application_619403287,799,14007.0,282.96,60,15000.0,True,statechange,OfferState_747412500,Offer,Offer_1534843733,complete
Offer_1534843733,O_Sent (mail and online),User_19,2016-01-02 23:44:54.594,True,Application_619403287,799,14007.0,282.96,60,15000.0,True,statechange,OfferState_31930877,Offer,Offer_1534843733,complete
Offer_1750007091,O_Create Offer,User_17,2016-01-02 23:45:25.611,True,Application_387012864,0,0.0,120.0,94,9000.0,False,Created,Offer_1750007091,Offer,,complete
Offer_1750007091,O_Created,User_17,2016-01-02 23:45:26.830,True,Application_387012864,0,0.0,120.0,94,9000.0,False,statechange,OfferState_317797165,Offer,Offer_1750007091,complete
Offer_1750007091,O_Sent (mail and online),User_17,2016-01-02 23:46:43.295,True,Application_387012864,0,0.0,120.0,94,9000.0,False,statechange,OfferState_230953215,Offer,Offer_1750007091,complete
Offer_106103074,O_Create Offer,User_3,2016-01-02 23:50:24.235,True,Application_767475240,0,0.0,247.91,72,15400.0,False,Created,Offer_106103074,Offer,,complete
Offer_106103074,O_Created,User_3,2016-01-02 23:50:25.676,True,Application_767475240,0,0.0,247.91,72,15400.0,False,statechange,OfferState_739762372,Offer,Offer_106103074,complete
Offer_243419316,O_Create Offer,User_3,2016-01-02 23:51:05.869,True,Application_767475240,0,0.0,299.33,58,15400.0,False,Created,Offer_243419316,Offer,,complete
Offer_243419316,O_Created,User_3,2016-01-02 23:51:07.288,True,Application_767475240,0,0.0,299.33,58,15400.0,False,statechange,OfferState_610082971,Offer,Offer_243419316,complete
Offer_106103074,O_Cancelled,User_3,2016-01-02 23:51:15.041,True,Application_767475240,0,0.0,247.91,72,15400.0,False,statechange,OfferState_244975771,Offer,Offer_106103074,complete
Offer_243419316,O_Sent (mail and online),User_3,2016-01-02 23:51:25.546,True,Application_767475240,0,0.0,299.33,58,15400.0,False,statechange,OfferState_1822068300,Offer,Offer_243419316,complete
Offer_829153695,O_Create Offer,User_3,2016-01-03 00:06:15.693,True,Application_857715587,0,0.0,400.0,126,40000.0,False,Created,Offer_829153695,Offer,,complete
Offer_829153695,O_Created,User_3,2016-01-03 00:06:17.078,True,Application_857715587,0,0.0,400.0,126,40000.0,False,statechange,OfferState_1599533362,Offer,Offer_829153695,complete
Offer_829153695,O_Sent (mail and online),User_3,2016-01-03 00:06:27.153,True,Application_857715587,0,0.0,400.0,126,40000.0,False,statechange,OfferState_1173137417,Offer,Offer_829153695,complete
Offer_1047899891,O_Create Offer,User_17,2016-01-03 00:17:01.388,False,Application_1547844908,0,40000.0,418.37,120,40000.0,False,Created,Offer_1047899891,Offer,,complete
Offer_1047899891,O_Created,User_17,2016-01-03 00:17:02.653,False,Application_1547844908,0,40000.0,418.37,120,40000.0,False,statechange,OfferState_815107135,Offer,Offer_1047899891,complete
Offer_1047899891,O_Sent (mail and online),User_17,2016-01-03 00:19:18.037,False,Application_1547844908,0,40000.0,418.37,120,40000.0,False,statechange,OfferState_1498657898,Offer,Offer_1047899891,complete
Offer_833160233,O_Create Offer,User_19,2016-01-03 00:31:45.711,True,Application_180547487,770,6000.0,78.44,100,6000.0,True,Created,Offer_833160233,Offer,,complete
Offer_833160233,O_Created,User_19,2016-01-03 00:31:47.001,True,Application_180547487,770,6000.0,78.44,100,6000.0,True,statechange,OfferState_1317572842,Offer,Offer_833160233,complete
Offer_685676472,O_Create Offer,User_3,2016-01-03 00:33:53.848,True,Application_42838382,0,0.0,227.88,120,21500.0,False,Created,Offer_685676472,Offer,,complete
Offer_685676472,O_Created,User_3,2016-01-03 00:33:55.123,True,Application_42838382,0,0.0,227.88,120,21500.0,False,statechange,OfferState_1896793294,Offer,Offer_685676472,complete
Offer_933028395,O_Create Offer,User_3,2016-01-03 00:34:17.443,True,Application_42838382,0,0.0,215.0,127,21500.0,False,Created,Offer_933028395,Offer,,complete
Offer_933028395,O_Created,User_3,2016-01-03 00:34:18.823,True,Application_42838382,0,0.0,215.0,127,21500.0,False,statechange,OfferState_1696821828,Offer,Offer_933028395,complete
Offer_933028395,O_Sent (mail and online),User_3,2016-01-03 00:34:32.544,True,Application_42838382,0,0.0,215.0,127,21500.0,False,statechange,OfferState_234595622,Offer,Offer_933028395,complete
Offer_685676472,O_Sent (mail and online),User_3,2016-01-03 00:34:32.546,True,Application_42838382,0,0.0,227.88,120,21500.0,False,statechange,OfferState_81290527,Offer,Offer_685676472,complete
Offer_833160233,O_Sent (mail and online),User_19,2016-01-03 00:34:40.607,True,Application_180547487,770,6000.0,78.44,100,6000.0,True,statechange,OfferState_612129037,Offer,Offer_833160233,complete
Offer_608733999,O_Create Offer,User_38,2016-01-03 00:40:18.270,True,Application_1017492916,0,0.0,150.0,127,15000.0,False,Created,Offer_608733999,Offer,,complete
Offer_608733999,O_Created,User_38,2016-01-03 00:40:19.582,True,Application_1017492916,0,0.0,150.0,127,15000.0,False,statechange,OfferState_296598996,Offer,Offer_608733999,complete
Offer_608733999,O_Sent (mail and online),User_38,2016-01-03 00:40:31.055,True,Application_1017492916,0,0.0,150.0,127,15000.0,False,statechange,OfferState_1567336603,Offer,Offer_608733999,complete
Offer_213718197,O_Create Offer,User_17,2016-01-03 00:41:10.746,True,Application_2055987002,0,0.0,200.0,89,15000.0,True,Created,Offer_213718197,Offer,,complete
Offer_213718197,O_Created,User_17,2016-01-03 00:41:12.040,True,Application_2055987002,0,0.0,200.0,89,15000.0,True,statechange,OfferState_172852795,Offer,Offer_213718197,complete
Offer_213718197,O_Sent (mail and online),User_17,2016-01-03 00:41:44.277,True,Application_2055987002,0,0.0,200.0,89,15000.0,True,statechange,OfferState_868105583,Offer,Offer_213718197,complete
Offer_108214080,O_Create Offer,User_3,2016-01-03 00:50:34.334,True,Application_1710223761,0,0.0,220.0,57,11000.0,False,Created,Offer_108214080,Offer,,complete
Offer_108214080,O_Created,User_3,2016-01-03 00:50:35.636,True,Application_1710223761,0,0.0,220.0,57,11000.0,False,statechange,OfferState_1765583054,Offer,Offer_108214080,complete
Offer_108214080,O_Sent (mail and online),User_3,2016-01-03 00:50:48.565,True,Application_1710223761,0,0.0,220.0,57,11000.0,False,statechange,OfferState_1025469920,Offer,Offer_108214080,complete
Offer_1967986467,O_Create Offer,User_19,2016-01-03 00:52:19.034,True,Application_1966208034,0,0.0,400.0,126,40000.0,False,Created,Offer_1967986467,Offer,,complete
Offer_1967986467,O_Created,User_19,2016-01-03 00:52:20.203,True,Application_1966208034,0,0.0,400.0,126,40000.0,False,statechange,OfferState_1205213001,Offer,Offer_1967986467,complete
Offer_1967986467,O_Sent (mail and online),User_19,2016-01-03 00:59:33.633,True,Application_1966208034,0,0.0,400.0,126,40000.0,False,statechange,OfferState_684087014,Offer,Offer_1967986467,complete
Offer_1685918507,O_Create Offer,User_75,2016-01-04 16:12:49.261,True,Application_1660185664,943,5000.0,119.02,48,5000.0,True,Created,Offer_1685918507,Offer,,complete
Offer_1685918507,O_Created,User_75,2016-01-04 16:12:50.665,True,Application_1660185664,943,5000.0,119.02,48,5000.0,True,statechange,OfferState_1501854740,Offer,Offer_1685918507,complete
Offer_1685918507,O_Sent (mail and online),User_75,2016-01-04 16:13:05.939,True,Application_1660185664,943,5000.0,119.02,48,5000.0,True,statechange,OfferState_1177673530,Offer,Offer_1685918507,complete
Offer_1335997058,O_Create Offer,User_16,2016-01-04 17:10:26.673,True,Application_2082119944,1004,12150.0,150.0,127,15000.0,True,Created,Offer_1335997058,Offer,,complete
Offer_1335997058,O_Created,User_16,2016-01-04 17:10:28.165,True,Application_2082119944,1004,12150.0,150.0,127,15000.0,True,statechange,OfferState_605689943,Offer,Offer_1335997058,complete
Offer_1335997058,O_Sent (mail and online),User_16,2016-01-04 17:11:25.538,True,Application_2082119944,1004,12150.0,150.0,127,15000.0,True,statechange,OfferState_122807663,Offer,Offer_1335997058,complete
Offer_1084399342,O_Create Offer,User_19,2016-01-04 17:16:31.991,True,Application_1446096185,0,0.0,398.1,18,6800.0,False,Created,Offer_1084399342,Offer,,complete
Offer_1084399342,O_Created,User_19,2016-01-04 17:16:33.489,True,Application_1446096185,0,0.0,398.1,18,6800.0,False,statechange,OfferState_959838620,Offer,Offer_1084399342,complete
Offer_792838244,O_Create Offer,User_43,2016-01-04 17:17:42.243,True,Application_1111870538,0,5000.0,153.68,36,5000.0,False,Created,Offer_792838244,Offer,,complete
Offer_792838244,O_Created,User_43,2016-01-04 17:17:43.758,True,Application_1111870538,0,5000.0,153.68,36,5000.0,False,statechange,OfferState_1318868553,Offer,Offer_792838244,complete
Offer_603196958,O_Create Offer,User_89,2016-01-04 17:17:48.102,True,Application_546206358,0,6000.0,284.0,57,14200.0,True,Created,Offer_603196958,Offer,,complete
Offer_603196958,O_Created,User_89,2016-01-04 17:17:49.471,True,Application_546206358,0,6000.0,284.0,57,14200.0,True,statechange,OfferState_1542005964,Offer,Offer_603196958,complete
Offer_603196958,O_Sent (mail and online),User_89,2016-01-04 17:18:10.830,True,Application_546206358,0,6000.0,284.0,57,14200.0,True,statechange,OfferState_674376846,Offer,Offer_603196958,complete
Offer_1084399342,O_Cancelled,User_19,2016-01-04 17:20:42.519,True,Application_1446096185,0,0.0,398.1,18,6800.0,False,statechange,OfferState_897673403,Offer,Offer_1084399342,complete
Offer_792838244,O_Sent (mail and online),User_43,2016-01-04 17:29:34.770,True,Application_1111870538,0,5000.0,153.68,36,5000.0,False,statechange,OfferState_316612785,Offer,Offer_792838244,complete
Offer_866744603,O_Create Offer,User_15,2016-01-04 17:29:35.380,True,Application_1018615109,919,17000.0,273.66,72,17000.0,True,Created,Offer_866744603,Offer,,complete
Offer_866744603,O_Created,User_15,2016-01-04 17:29:36.753,True,Application_1018615109,919,17000.0,273.66,72,17000.0,True,statechange,OfferState_1837354160,Offer,Offer_866744603,complete
Offer_476537784,O_Create Offer,User_15,2016-01-04 17:30:35.161,True,Application_1018615109,0,15000.0,274.92,62,15000.0,False,Created,Offer_476537784,Offer,,complete
Offer_476537784,O_Created,User_15,2016-01-04 17:30:36.359,True,Application_1018615109,0,15000.0,274.92,62,15000.0,False,statechange,OfferState_1391005637,Offer,Offer_476537784,complete
Offer_476537784,O_Sent (mail and online),User_15,2016-01-04 17:30:54.164,True,Application_1018615109,0,15000.0,274.92,62,15000.0,False,statechange,OfferState_1614372474,Offer,Offer_476537784,complete
Offer_866744603,O_Sent (mail and online),User_15,2016-01-04 17:30:54.167,True,Application_1018615109,919,17000.0,273.66,72,17000.0,True,statechange,OfferState_1025197961,Offer,Offer_866744603,complete
Offer_1690361215,O_Create Offer,User_38,2016-01-04 17:34:17.654,False,Application_1806387393,0,0.0,50.0,138,5000.0,True,Created,Offer_1690361215,Offer,,complete
Offer_1690361215,O_Created,User_38,2016-01-04 17:34:19.000,False,Application_1806387393,0,0.0,50.0,138,5000.0,True,statechange,OfferState_1248125696,Offer,Offer_1690361215,complete
Offer_1690361215,O_Sent (mail and online),User_38,2016-01-04 17:34:37.514,False,Application_1806387393,0,0.0,50.0,138,5000.0,True,statechange,OfferState_677433034,Offer,Offer_1690361215,complete
Offer_1346286187,O_Create Offer,User_19,2016-01-04 17:37:41.013,True,Application_1446096185,1063,170.0,398.1,18,6800.0,True,Created,Offer_1346286187,Offer,,complete
Offer_1346286187,O_Created,User_19,2016-01-04 17:37:42.329,True,Application_1446096185,1063,170.0,398.1,18,6800.0,True,statechange,OfferState_489331323,Offer,Offer_1346286187,complete
Offer_1346286187,O_Sent (mail and online),User_19,2016-01-04 17:37:55.282,True,Application_1446096185,1063,170.0,398.1,18,6800.0,True,statechange,OfferState_1024639410,Offer,Offer_1346286187,complete
Offer_2134161297,O_Create Offer,User_16,2016-01-04 17:38:31.692,False,Application_914660918,0,4000.0,250.0,126,25000.0,True,Created,Offer_2134161297,Offer,,complete
Offer_2134161297,O_Created,User_16,2016-01-04 17:38:33.015,False,Application_914660918,0,4000.0,250.0,126,25000.0,True,statechange,OfferState_1205873091,Offer,Offer_2134161297,complete
Offer_2134161297,O_Sent (mail and online),User_16,2016-01-04 17:39:04.205,False,Application_914660918,0,4000.0,250.0,126,25000.0,True,statechange,OfferState_719940017,Offer,Offer_2134161297,complete
Offer_2004924770,O_Create Offer,User_28,2016-01-04 17:42:28.010,False,Application_931862671,0,0.0,150.0,45,6000.0,False,Created,Offer_2004924770,Offer,,complete
Offer_2004924770,O_Created,User_28,2016-01-04 17:42:29.585,False,Application_931862671,0,0.0,150.0,45,6000.0,False,statechange,OfferState_496315757,Offer,Offer_2004924770,complete
Offer_2100546231,O_Create Offer,User_28,2016-01-04 17:42:50.365,True,Application_931862671,0,6000.0,148.24,46,6000.0,False,Created,Offer_2100546231,Offer,,complete
Offer_2100546231,O_Created,User_28,2016-01-04 17:42:51.707,True,Application_931862671,0,6000.0,148.24,46,6000.0,False,statechange,OfferState_2142464236,Offer,Offer_2100546231,complete
Offer_2100546231,O_Sent (mail and online),User_28,2016-01-04 17:43:45.620,True,Application_931862671,0,6000.0,148.24,46,6000.0,False,statechange,OfferState_1919059042,Offer,Offer_2100546231,complete
Offer_2004924770,O_Sent (mail and online),User_28,2016-01-04 17:43:45.635,False,Application_931862671,0,0.0,150.0,45,6000.0,False,statechange,OfferState_1571185412,Offer,Offer_2004924770,complete
Offer_1373030331,O_Create Offer,User_7,2016-01-04 17:49:22.376,False,Application_1962860870,0,0.0,200.0,33,6000.0,False,Created,Offer_1373030331,Offer,,complete
Offer_1373030331,O_Created,User_7,2016-01-04 17:49:23.646,False,Application_1962860870,0,0.0,200.0,33,6000.0,False,statechange,OfferState_1928799374,Offer,Offer_1373030331,complete
Offer_1562601661,O_Create Offer,User_19,2016-01-04 17:53:16.830,False,Application_1363980603,0,0.0,200.0,42,7500.0,False,Created,Offer_1562601661,Offer,,complete
Offer_1562601661,O_Created,User_19,2016-01-04 17:53:18.030,False,Application_1363980603,0,0.0,200.0,42,7500.0,False,statechange,OfferState_1426199357,Offer,Offer_1562601661,complete
Offer_1026878545,O_Create Offer,User_7,2016-01-04 17:53:33.302,False,Application_1962860870,871,590.0,200.0,33,6000.0,True,Created,Offer_1026878545,Offer,,complete
Offer_1026878545,O_Created,User_7,2016-01-04 17:53:34.622,False,Application_1962860870,871,590.0,200.0,33,6000.0,True,statechange,OfferState_1203087034,Offer,Offer_1026878545,complete
Offer_1026878545,O_Sent (mail and online),User_7,2016-01-04 17:53:48.047,False,Application_1962860870,871,590.0,200.0,33,6000.0,True,statechange,OfferState_2070166050,Offer,Offer_1026878545,complete
Offer_1562601661,O_Sent (mail and online),User_19,2016-01-04 17:55:52.384,False,Application_1363980603,0,0.0,200.0,42,7500.0,False,statechange,OfferState_1847042579,Offer,Offer_1562601661,complete
Offer_1713418619,O_Create Offer,User_16,2016-01-04 17:58:16.573,True,Application_1300843234,0,3500.0,241.29,60,12500.0,False,Created,Offer_1713418619,Offer,,complete
Offer_1713418619,O_Created,User_16,2016-01-04 17:58:17.935,True,Application_1300843234,0,3500.0,241.29,60,12500.0,False,statechange,OfferState_1707659339,Offer,Offer_1713418619,complete
Offer_1658433857,O_Create Offer,User_2,2016-01-04 17:58:49.379,True,Application_1886382319,0,11000.0,121.77,120,11000.0,False,Created,Offer_1658433857,Offer,,complete
Offer_1658433857,O_Created,User_2,2016-01-04 17:58:50.717,True,Application_1886382319,0,11000.0,121.77,120,11000.0,False,statechange,OfferState_1484311644,Offer,Offer_1658433857,complete
Offer_207015621,O_Create Offer,User_16,2016-01-04 17:59:06.630,True,Application_1300843234,0,3500.0,330.34,42,12500.0,True,Created,Offer_207015621,Offer,,complete
Offer_207015621,O_Created,User_16,2016-01-04 17:59:07.951,True,Application_1300843234,0,3500.0,330.34,42,12500.0,True,statechange,OfferState_772952235,Offer,Offer_207015621,complete
Offer_207015621,O_Sent (mail and online),User_16,2016-01-04 17:59:52.439,True,Application_1300843234,0,3500.0,330.34,42,12500.0,True,statechange,OfferState_48716374,Offer,Offer_207015621,complete
Offer_829342969,O_Create Offer,User_38,2016-01-04 18:01:49.261,True,Application_1846626914,1063,5000.0,119.02,48,5000.0,True,Created,Offer_829342969,Offer,,complete
